timestamp,app_name,window_title,category,time_spent_sec,idle_time_sec,hour,day_of_week,is_weekend,label,prev_app,app_switch,is_night,is_distraction,is_study,distraction_streak,study_streak
2026-02-26 22:56:48.647603,chrome.exe,Instagram - Google Chrome,browser,155.04,0.0,22,3,0,,chrome.exe,0,1,True,False,7,0
2026-02-26 22:57:58.667303,chrome.exe,(1) Instagram - Google Chrome,browser,70.02,0.0,22,3,0,,chrome.exe,0,1,True,False,8,0
2026-02-26 22:58:08.675992,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,10.01,0.0,22,3,0,,chrome.exe,0,1,True,False,9,0
2026-02-26 22:58:13.690947,code.exe,activity_dataset.csv - project1 - Visual Studio Code,study,5.02,0.0,22,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 22:58:28.702996,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,15.01,0.0,22,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 22:58:33.709683,code.exe,activity_dataset.csv - project1 - Visual Studio Code,study,5.01,0.0,22,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 22:58:43.717144,code.exe,scoring.py - project1 - Visual Studio Code,study,10.01,0.0,22,3,0,,code.exe,0,1,False,True,0,2
2026-02-26 22:58:48.723360,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,5.01,0.0,22,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 22:58:58.728099,code.exe,● scoring.py - project1 - Visual Studio Code,study,10.0,0.0,22,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 22:59:03.734231,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,5.01,0.01,22,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 22:59:18.741570,code.exe,● scoring.py - project1 - Visual Studio Code,study,15.01,0.31,22,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:00:53.819037,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,95.08,0.12,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:00:58.828487,explorer.exe,,other,5.01,0.03,23,3,0,,chrome.exe,1,1,True,False,2,0
2026-02-26 23:01:08.836631,chrome.exe,Instagram • Messages - Google Chrome,browser,10.01,0.02,23,3,0,,explorer.exe,1,1,True,False,3,0
2026-02-26 23:01:13.854161,chrome.exe,Instagram - Google Chrome,browser,5.02,0.0,23,3,0,,chrome.exe,0,1,True,False,4,0
2026-02-26 23:01:38.870363,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,25.02,0.3,23,3,0,,chrome.exe,0,1,True,False,5,0
2026-02-26 23:01:43.881406,explorer.exe,,other,5.01,0.02,23,3,0,,chrome.exe,1,1,True,False,6,0
2026-02-26 23:01:48.891660,code.exe,Welcome - Visual Studio Code,study,5.01,0.0,23,3,0,,explorer.exe,1,1,False,True,0,1
2026-02-26 23:01:58.895649,code.exe,Open Folder,study,10.0,0.28,23,3,0,,code.exe,0,1,False,True,0,2
2026-02-26 23:02:08.899171,code.exe,● scoring.py - project1 - Visual Studio Code,study,10.0,0.0,23,3,0,,code.exe,0,1,False,True,0,3
2026-02-26 23:02:13.903288,code.exe,Welcome - Visual Studio Code,study,5.0,0.01,23,3,0,,code.exe,0,1,False,True,0,4
2026-02-26 23:02:18.907309,code.exe,Open Folder,study,5.0,0.0,23,3,0,,code.exe,0,1,False,True,0,5
2026-02-26 23:02:48.924570,code.exe,● scoring.py - project1 - Visual Studio Code,study,30.02,0.17,23,3,0,,code.exe,0,1,False,True,0,6
2026-02-26 23:03:03.934505,code.exe,activity_dataset.csv - project1 - Visual Studio Code,study,15.01,0.01,23,3,0,,code.exe,0,1,False,True,0,7
2026-02-26 23:03:18.946262,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,15.01,0.09,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:04:48.965943,chrome.exe,Instagram - Google Chrome,browser,90.02,0.0,23,3,0,,chrome.exe,0,1,True,False,2,0
2026-02-26 23:05:58.982364,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,70.02,0.09,23,3,0,,chrome.exe,0,1,True,False,3,0
2026-02-26 23:06:03.991713,chrome.exe,Instagram - Google Chrome,browser,5.01,1.92,23,3,0,,chrome.exe,0,1,True,False,4,0
2026-02-26 23:06:08.996299,code.exe,activity_dataset.csv - project1 - Visual Studio Code,study,5.0,3.86,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:06:59.016748,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,50.02,0.02,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:07:29.064161,whatsapp.root.exe,WhatsApp,other,30.05,0.01,23,3,0,,chrome.exe,1,1,True,False,2,0
2026-02-26 23:07:34.082351,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,5.02,0.61,23,3,0,,whatsapp.root.exe,1,1,True,False,3,0
2026-02-26 23:07:39.089066,code.exe,activity_dataset.csv - project1 - Visual Studio Code,study,5.01,0.0,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:07:54.098573,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,15.01,0.05,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:08:14.113782,code.exe,activity_dataset.csv - project1 - Visual Studio Code,study,20.02,0.0,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:08:19.122471,snippingtool.exe,Snipping Tool Overlay,other,5.01,0.02,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:08:24.129463,snippingtool.exe,Snipping Tool,other,5.01,0.06,23,3,0,,snippingtool.exe,0,1,True,False,2,0
2026-02-26 23:08:34.139587,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,10.01,0.31,23,3,0,,snippingtool.exe,1,1,True,False,3,0
2026-02-26 23:09:14.156875,chrome.exe,Instagram - Google Chrome,browser,40.02,0.0,23,3,0,,chrome.exe,0,1,True,False,4,0
2026-02-26 23:09:19.166095,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,5.01,0.2,23,3,0,,chrome.exe,0,1,True,False,5,0
2026-02-26 23:09:24.175207,code.exe,activity_dataset.csv - project1 - Visual Studio Code,study,5.01,0.62,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:09:39.182870,code.exe,● scoring.py - project1 - Visual Studio Code,study,15.01,0.11,23,3,0,,code.exe,0,1,False,True,0,2
2026-02-26 23:10:04.194028,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,25.01,0.0,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:10:09.198292,code.exe,● scoring.py - project1 - Visual Studio Code,study,5.0,0.0,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:10:14.212186,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,5.01,0.09,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:10:19.221955,whatsapp.root.exe,WhatsApp,other,5.01,3.41,23,3,0,,chrome.exe,1,1,True,False,2,0
2026-02-26 23:10:44.240249,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,25.02,0.09,23,3,0,,whatsapp.root.exe,1,1,True,False,3,0
2026-02-26 23:10:54.245833,code.exe,● scoring.py - project1 - Visual Studio Code,study,10.01,0.0,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:11:14.253376,code.exe,scoring.py - project1 - Visual Studio Code,study,20.01,0.06,23,3,0,,code.exe,0,1,False,True,0,2
2026-02-26 23:11:19.258691,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,5.01,0.0,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:11:29.263004,whatsapp.root.exe,WhatsApp,other,10.0,3.23,23,3,0,,chrome.exe,1,1,True,False,2,0
2026-02-26 23:12:14.274458,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,45.01,0.83,23,3,0,,whatsapp.root.exe,1,1,True,False,3,0
2026-02-26 23:12:19.281074,chrome.exe,(1) Instagram - Google Chrome,browser,5.01,0.03,23,3,0,,chrome.exe,0,1,True,False,4,0
2026-02-26 23:12:29.289286,chrome.exe,Instagram • Messages - Google Chrome,browser,10.01,0.0,23,3,0,,chrome.exe,0,1,True,False,5,0
2026-02-26 23:13:04.300951,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,35.01,0.08,23,3,0,,chrome.exe,0,1,True,False,6,0
2026-02-26 23:13:09.309420,chrome.exe,Instagram - Google Chrome,browser,5.01,0.39,23,3,0,,chrome.exe,0,1,True,False,7,0
2026-02-26 23:13:54.323101,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,45.01,0.0,23,3,0,,chrome.exe,0,1,True,False,8,0
2026-02-26 23:15:39.341547,chrome.exe,Instagram - Google Chrome,browser,105.02,28.16,23,3,0,,chrome.exe,0,1,True,False,9,0
2026-02-26 23:15:54.349194,chrome.exe,(1) Instagram - Google Chrome,browser,15.01,0.0,23,3,0,,chrome.exe,0,1,True,False,10,0
2026-02-26 23:16:34.360849,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,40.01,0.01,23,3,0,,chrome.exe,0,1,True,False,11,0
2026-02-26 23:16:44.364696,code.exe,scoring.py - project1 - Visual Studio Code,study,10.0,0.0,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:16:49.369854,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,5.01,0.58,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:16:54.375326,code.exe,scoring.py - project1 - Visual Studio Code,study,5.01,0.0,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:17:04.381710,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,10.01,0.2,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:17:09.388029,code.exe,● train_model.py - project1 - Visual Studio Code,study,5.01,0.02,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:17:14.395090,code.exe,train_model.py - project1 - Visual Studio Code,study,5.01,0.0,23,3,0,,code.exe,0,1,False,True,0,2
2026-02-26 23:17:19.400447,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,5.01,0.03,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:17:24.404180,code.exe,train_model.py - project1 - Visual Studio Code,study,5.0,0.38,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:17:29.409850,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,5.01,0.27,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:17:44.414930,code.exe,train_model.py - project1 - Visual Studio Code,study,15.01,0.11,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:17:59.423838,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,15.01,0.0,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:18:04.429283,chrome.exe,(1) Instagram - Google Chrome,browser,5.01,0.12,23,3,0,,chrome.exe,0,1,True,False,2,0
2026-02-26 23:18:49.443187,chrome.exe,Instagram - Google Chrome,browser,45.01,5.98,23,3,0,,chrome.exe,0,1,True,False,3,0
2026-02-26 23:19:09.452827,chrome.exe,(1) Instagram - Google Chrome,browser,20.01,0.12,23,3,0,,chrome.exe,0,1,True,False,4,0
2026-02-26 23:19:24.461264,chrome.exe,Instagram - Google Chrome,browser,15.01,0.89,23,3,0,,chrome.exe,0,1,True,False,5,0
2026-02-26 23:19:44.470553,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,20.01,1.08,23,3,0,,chrome.exe,0,1,True,False,6,0
2026-02-26 23:19:59.478722,chrome.exe,Instagram - Google Chrome,browser,15.01,0.0,23,3,0,,chrome.exe,0,1,True,False,7,0
2026-02-26 23:20:29.485764,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,30.01,0.01,23,3,0,,chrome.exe,0,1,True,False,8,0
2026-02-26 23:20:34.488894,code.exe,train_model.py - project1 - Visual Studio Code,study,5.0,0.0,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:20:39.492739,code.exe,predict.py - project1 - Visual Studio Code,study,5.0,0.08,23,3,0,,code.exe,0,1,False,True,0,2
2026-02-26 23:20:44.501340,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,5.01,0.31,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:20:49.506186,code.exe,● predict.py - project1 - Visual Studio Code,study,5.0,0.5,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:20:54.512897,code.exe,predict.py - project1 - Visual Studio Code,study,5.01,0.02,23,3,0,,code.exe,0,1,False,True,0,2
2026-02-26 23:20:59.522067,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,5.01,0.0,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:21:04.524910,code.exe,predict.py - project1 - Visual Studio Code,study,5.0,0.0,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:21:39.534014,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,35.01,0.31,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:21:54.541871,code.exe,predict.py - project1 - Visual Studio Code,study,15.01,0.66,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:22:04.548890,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,10.01,0.0,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:22:14.556870,chrome.exe,Instagram • Messages - Google Chrome,browser,10.01,0.31,23,3,0,,chrome.exe,0,1,True,False,2,0
2026-02-26 23:22:29.564099,chrome.exe,New Tab - Google Chrome,browser,15.01,0.0,23,3,0,,chrome.exe,0,1,True,False,3,0
2026-02-26 23:22:39.570763,chrome.exe,is the girl friend is romantic movie - Google Search - Google Chrome,browser,10.01,3.31,23,3,0,,chrome.exe,0,1,True,False,4,0
2026-02-26 23:22:49.577440,chrome.exe,is the girlfriend and there ishq mein is romantic movie - Google Search - Google Chrome,browser,10.01,0.03,23,3,0,,chrome.exe,0,1,True,False,5,0
2026-02-26 23:22:54.582738,chrome.exe,is the girlfriend and tere ishq mein is romantic movie - Google Search - Google Chrome,browser,5.01,1.28,23,3,0,,chrome.exe,0,1,True,False,6,0
2026-02-26 23:23:04.590301,chrome.exe,is the girlfriend and tere ishq mein is romantic movie provide in english - Google Search - Google Chrome,browser,10.01,0.11,23,3,0,,chrome.exe,0,1,True,False,7,0
2026-02-26 23:23:39.604286,chrome.exe,Instagram • Messages - Google Chrome,browser,35.01,0.03,23,3,0,,chrome.exe,0,1,True,False,8,0
2026-02-26 23:25:09.633457,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,90.03,0.77,23,3,0,,chrome.exe,0,1,True,False,9,0
2026-02-26 23:26:19.652323,chrome.exe,Instagram - Google Chrome,browser,70.02,0.0,23,3,0,,chrome.exe,0,1,True,False,10,0
2026-02-26 23:26:34.660932,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,15.01,0.23,23,3,0,,chrome.exe,0,1,True,False,11,0
2026-02-26 23:26:39.665570,code.exe,predict.py - project1 - Visual Studio Code,study,5.0,0.0,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:26:44.668845,code.exe,alert.py - project1 - Visual Studio Code,study,5.0,0.08,23,3,0,,code.exe,0,1,False,True,0,2
2026-02-26 23:26:54.674243,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,10.01,0.34,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:26:59.681899,code.exe,alert.py - project1 - Visual Studio Code,study,5.01,1.02,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:27:44.703935,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,45.02,0.5,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:27:49.709220,chrome.exe,Instagram - Google Chrome,browser,5.01,0.0,23,3,0,,chrome.exe,0,1,True,False,2,0
2026-02-26 23:28:19.720648,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,30.01,0.0,23,3,0,,chrome.exe,0,1,True,False,3,0
2026-02-26 23:28:34.725235,code.exe,alert.py - project1 - Visual Studio Code,study,15.0,0.88,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:28:59.735508,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,25.01,0.0,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:29:04.738386,code.exe,alert.py - project1 - Visual Studio Code,study,5.0,0.05,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:30:04.751337,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,60.01,0.0,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:30:29.756118,code.exe,alert.py - project1 - Visual Studio Code,study,25.0,0.0,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:30:34.760279,chrome.exe,(1) Instagram - Google Chrome,browser,5.0,0.0,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:30:39.764578,chrome.exe,(1) Instagram • Messages - Google Chrome,browser,5.0,0.0,23,3,0,,chrome.exe,0,1,True,False,2,0
2026-02-26 23:30:54.773686,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,15.01,0.0,23,3,0,,chrome.exe,0,1,True,False,3,0
2026-02-26 23:31:19.783157,code.exe,alert.py - project1 - Visual Studio Code,study,25.01,0.0,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:31:24.788108,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,5.0,0.48,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:31:29.794632,code.exe,alert.py - project1 - Visual Studio Code,study,5.01,0.02,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:31:34.802045,python.exe,Procrastination Alert ⚠️,other,5.01,0.0,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:31:39.806315,code.exe,alert.py - project1 - Visual Studio Code,study,5.0,0.09,23,3,0,,python.exe,1,1,False,True,0,1
2026-02-26 23:31:49.811921,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,10.01,0.01,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:31:54.815346,code.exe,alert.py - project1 - Visual Studio Code,study,5.0,2.31,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:31:59.821172,python.exe,Procrastination Alert ⚠️,other,5.01,0.08,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:32:04.824774,snippingtool.exe,Snipping Tool,other,5.0,0.02,23,3,0,,python.exe,1,1,True,False,2,0
2026-02-26 23:32:19.830492,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,15.01,0.0,23,3,0,,snippingtool.exe,1,1,True,False,3,0
2026-02-26 23:32:44.838795,chrome.exe,Instagram • Messages - Google Chrome,browser,25.01,0.5,23,3,0,,chrome.exe,0,1,True,False,4,0
2026-02-26 23:35:14.864603,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,150.03,0.0,23,3,0,,chrome.exe,0,1,True,False,5,0
2026-02-26 23:35:44.874542,chrome.exe,Instagram - Google Chrome,browser,30.01,0.06,23,3,0,,chrome.exe,0,1,True,False,6,0
2026-02-26 23:39:59.928707,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,255.05,1.24,23,3,0,,chrome.exe,0,1,True,False,7,0
2026-02-26 23:40:04.934701,chrome.exe,Instagram - Google Chrome,browser,5.01,0.09,23,3,0,,chrome.exe,0,1,True,False,8,0
2026-02-26 23:40:34.945230,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,30.01,0.17,23,3,0,,chrome.exe,0,1,True,False,9,0
2026-02-26 23:40:39.951360,python.exe,Procrastination Alert ⚠️,other,5.01,0.08,23,3,0,,chrome.exe,1,1,True,False,10,0
2026-02-26 23:41:14.962457,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,35.01,0.0,23,3,0,,python.exe,1,1,True,False,11,0
2026-02-26 23:41:19.965212,code.exe,alert.py - project1 - Visual Studio Code,study,5.0,0.02,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:41:24.972195,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,5.01,0.52,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:41:29.977933,code.exe,alert.py - project1 - Visual Studio Code,study,5.01,0.05,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:41:34.982907,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,5.0,0.01,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:41:44.988737,code.exe,smart_blocker.py - project1 - Visual Studio Code,study,10.01,0.0,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:41:49.992864,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,5.0,0.77,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:41:59.997029,code.exe,smart_blocker.py - project1 - Visual Studio Code,study,10.0,0.02,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:42:20.005728,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,20.01,0.02,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:42:50.012146,code.exe,smart_blocker.py - project1 - Visual Studio Code,study,30.01,0.12,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:42:55.017869,chrome.exe,New Tab - Google Chrome,browser,5.01,0.0,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:43:00.035290,chrome.exe,ChatGPT - Google Chrome,browser,5.02,0.0,23,3,0,,chrome.exe,0,1,True,False,2,0
2026-02-26 23:43:05.040009,code.exe,smart_blocker.py - project1 - Visual Studio Code,study,5.0,1.16,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:43:25.046467,code.exe,● smart_blocker.py - project1 - Visual Studio Code,study,20.01,0.7,23,3,0,,code.exe,0,1,False,True,0,2
2026-02-26 23:43:45.050839,code.exe,smart_blocker.py - project1 - Visual Studio Code,study,20.0,0.0,23,3,0,,code.exe,0,1,False,True,0,3
2026-02-26 23:43:50.054535,chrome.exe,Google Chrome,browser,5.0,0.12,23,3,0,,code.exe,1,1,True,False,1,0
2026-02-26 23:43:55.060983,chrome.exe,Restore pages?,browser,5.01,0.01,23,3,0,,chrome.exe,0,1,True,False,2,0
2026-02-26 23:44:00.069280,chrome.exe,ChatGPT - Google Chrome,browser,5.01,2.8,23,3,0,,chrome.exe,0,1,True,False,3,0
2026-02-26 23:44:10.085780,chrome.exe,Resume-Boosting Project Ideas - Google Chrome,browser,10.02,0.05,23,3,0,,chrome.exe,0,1,True,False,4,0
2026-02-26 23:44:15.100754,explorer.exe,,other,5.01,0.0,23,3,0,,chrome.exe,1,1,True,False,5,0
2026-02-26 23:44:20.109566,chrome.exe,New Tab - Google Chrome,browser,5.01,0.0,23,3,0,,explorer.exe,1,1,True,False,6,0
2026-02-26 23:44:30.114072,code.exe,smart_blocker.py - project1 - Visual Studio Code,study,10.0,0.12,23,3,0,,chrome.exe,1,1,False,True,0,1
2026-02-26 23:44:45.117645,code.exe,activity_dataset.csv - project1 - Visual Studio Code,study,15.0,0.55,23,3,0,,code.exe,0,1,False,True,0,2
